,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Will_vote_only_large_party,Financial_agenda_matters
1398,Oranges,0.67613686466,0.678782343634,0.657391660623,0.490670221182,0,1,0,0,0,0,0,0,1.0,0.0
1399,Reds,0.595266575379,0.658975447356,0.677466953685,0.601608103124,0,0,0,0,0,0,0,1,1.0,0.0
1400,Yellows,0.60379859911,0.637917661984,0.649647756805,0.552078394271,0,0,0,0,0,0,0,1,1.0,0.0
1401,Yellows,0.601288240175,0.637059036003,0.65155680937,0.601892170122,0,0,1,0,0,0,0,0,1.0,0.0
1402,Greys,0.642533955993,0.644509276803,0.650558294601,0.526524579581,0,1,0,0,0,0,0,0,1.0,0.0
1403,Oranges,0.611280407649,0.643190331237,0.663123283448,0.597565695581,0,1,0,0,0,0,0,0,1.0,0.0
1404,Yellows,0.578568764576,0.636198999921,0.629303485813,0.53190281169,0,1,0,0,0,0,0,0,1.0,0.0
1405,Yellows,0.614407964862,0.640395033294,0.644002451134,0.529978231741,0,0,1,0,0,0,0,0,1.0,0.0
1406,Yellows,0.628084743621,0.638019681808,0.673999514758,0.567831487069,1,0,0,0,0,0,0,0,1.0,0.0
1407,Greens,0.666146426643,0.660466667105,0.64051102305,0.523760223017,0,0,0,0,0,0,1,0,1.0,1.0
1408,Blues,0.637700000867,0.64653073695,0.646147762843,0.506698318743,0,1,0,0,0,0,0,0,1.0,0.0
1409,Blues,0.598882888543,0.63539879693,0.637929727989,0.519775684032,1,0,0,0,0,0,0,0,1.0,0.0
1410,Blues,0.642166200453,0.646849268543,0.649498478856,0.567455421334,0,1,0,0,0,0,0,0,1.0,0.0
1411,Yellows,0.606977877571,0.636592600902,0.667614634824,0.544845439898,0,0,0,0,0,0,0,1,1.0,0.0
1412,Yellows,0.617818062991,0.640963830984,0.667753456733,0.604617383741,0,0,0,0,1,0,0,0,1.0,0.0
1413,Yellows,0.600840748323,0.633300663902,0.64419684984,0.506801725993,0,0,1,0,0,0,0,0,1.0,0.0
1414,Greys,0.651597183295,0.642101339826,0.648653325751,0.586304847844,0,0,1,0,0,0,0,0,1.0,0.0
1415,Greys,0.646405186324,0.640905412472,0.65166019705,0.579571494562,1,0,0,0,0,0,0,0,1.0,0.0
1416,Greys,0.609100891241,0.630285998221,0.657923622935,0.542807280851,0,1,0,0,0,0,0,0,1.0,0.0
1417,Yellows,0.582414137723,0.62648707832,0.634351819848,0.593333455472,1,0,0,0,0,0,0,0,1.0,0.0
1418,Greys,0.611192763699,0.638330481996,0.659699721857,0.585410252808,0,1,0,0,0,0,0,0,1.0,0.0
1419,Yellows,0.616821187243,0.647719137267,0.674914812931,0.601313634003,0,0,0,0,0,0,0,1,1.0,0.0
1420,Greys,0.644089574778,0.636775400908,0.647852538174,0.5739119286,1,0,0,0,0,0,0,0,1.0,0.0
1421,Blues,0.604044795548,0.636479272763,0.637835296345,0.544733554062,0,0,1,0,0,0,0,0,1.0,0.0
1422,Greens,0.653532391707,0.677842486601,0.605906971361,0.565286171695,0,0,0,0,0,0,1,0,1.0,1.0
1423,Browns,0.48558827842,0.676556300165,0.680763566725,0.657794830604,1,0,0,0,0,0,0,0,0.0,0.0
1424,Blues,0.636623065825,0.64609269578,0.649189077381,0.535832673464,0,0,1,0,0,0,0,0,1.0,0.0
1425,Whites,0.507505659259,0.678073240938,0.619114615726,0.583081580836,0,0,0,1,0,0,0,0,1.0,1.0
1426,Yellows,0.618259219729,0.643931263873,0.667565852674,0.509085396567,0,0,1,0,0,0,0,0,1.0,0.0
1427,Reds,0.596354257056,0.655179537969,0.667255917802,0.520618331309,0,0,0,0,0,0,0,1,1.0,0.0
1428,Whites,0.686601634678,0.68665411903,0.688751249754,0.570363550409,0,0,0,1,0,0,0,0,1.0,1.0
1429,Yellows,0.611729763657,0.639703531169,0.672195752152,0.505308324955,1,0,0,0,0,0,0,0,1.0,0.0
1430,Greens,0.678998118696,0.682527885624,0.667533333361,0.583342499803,0,0,0,1,0,0,0,0,1.0,1.0
1431,Yellows,0.613148064752,0.640614018434,0.652607714451,0.52896342184,1,0,0,0,0,0,0,0,1.0,0.0
1432,Reds,0.643677814711,0.65280313332,0.657513041302,0.546763266707,0,0,0,0,0,0,0,1,1.0,0.0
1433,Yellows,0.609009984344,0.644280028357,0.640272235648,0.550177962598,0,0,0,0,0,0,0,1,1.0,0.0
1434,Greys,0.616223722509,0.645096882886,0.660691882367,0.540800209267,0,0,0,0,1,0,0,0,1.0,0.0
1435,Blues,0.631535106633,0.641100641007,0.647446809775,0.51113873471,1,0,0,0,0,0,0,0,1.0,0.0
1436,Blues,0.600192632304,0.630487687875,0.63233697603,0.512765800004,0,0,0,0,0,0,0,1,1.0,0.0
1437,Blues,0.63911624374,0.645142745219,0.647004708858,0.527108998483,1,0,0,0,0,0,0,0,1.0,0.0
1438,Oranges,0.596342500089,0.628618595795,0.660648808888,0.606739107668,0,0,0,0,0,0,0,1,1.0,0.0
1439,Yellows,0.578893912896,0.638825159879,0.638531207511,0.547579845632,0,1,0,0,0,0,0,0,1.0,0.0
1440,Reds,0.601067713159,0.655904055763,0.672478807686,0.557543701245,0,0,1,0,0,0,0,0,1.0,0.0
1441,Yellows,0.627766018282,0.644658214647,0.671246530495,0.534643981259,0,0,1,0,0,0,0,0,1.0,0.0
1442,Blues,0.639938750587,0.656444960568,0.653128700188,0.596280293873,0,0,0,0,1,0,0,0,1.0,0.0
1443,Browns,0.661401438605,0.508049697582,0.628162585563,0.661193056377,0,0,0,0,0,0,0,1,0.0,0.0
1444,Blues,0.640282528724,0.642846225465,0.64570054169,0.562367947575,0,0,0,0,1,0,0,0,1.0,0.0
1445,Blues,0.643628801339,0.647152176853,0.651668429422,0.535585637417,0,1,0,0,0,0,0,0,1.0,0.0
1446,Oranges,0.604906261914,0.635693129922,0.658597718872,0.608967509307,0,0,0,0,0,0,0,1,1.0,0.0
1447,Oranges,0.606078926253,0.635339289872,0.660976186521,0.520165611101,0,0,0,0,1,0,0,0,1.0,0.0
1448,Yellows,0.598404111321,0.632717961199,0.639844625185,0.554708841302,0,0,1,0,0,0,0,0,1.0,0.0
1449,Reds,0.598183289493,0.658349847005,0.676308443681,0.560085809173,1,0,0,0,0,0,0,0,1.0,0.0
1450,Pinks,0.627443214925,0.50286750816,0.680737558718,0.595640866953,0,0,0,0,0,0,1,0,1.0,1.0
1451,Purples,0.591967430205,0.624743820834,0.674773358031,0.599270234795,0,0,0,0,0,0,0,1,0.0,1.0
1452,Greens,0.681556457899,0.655344481586,0.643058164983,0.561982998389,0,0,0,0,0,0,1,0,1.0,1.0
1453,Blues,0.592796706431,0.632856935729,0.635343309586,0.566409054822,0,0,0,0,1,0,0,0,1.0,0.0
1454,Greens,0.660754234564,0.623872755517,0.569930341528,0.525466056196,0,0,0,0,0,0,1,0,1.0,1.0
1455,Reds,0.606928770178,0.656999702983,0.668576288781,0.579136645325,0,0,0,0,1,0,0,0,1.0,0.0
1456,Yellows,0.588096648276,0.637694207763,0.646962018115,0.535827655253,0,0,1,0,0,0,0,0,1.0,0.0
1457,Blues,0.630716745806,0.642722440576,0.642781744701,0.602978287726,0,0,0,0,1,0,0,0,1.0,0.0
1458,Yellows,0.640530760823,0.639928402816,0.671356607306,0.566832514983,0,0,0,0,1,0,0,0,1.0,0.0
1459,Yellows,0.609416483496,0.637939921391,0.645803276435,0.535525861075,1,0,0,0,0,0,0,0,1.0,0.0
1460,Pinks,0.599900985081,0.58378474437,0.619106961452,0.607769603474,0,0,0,0,0,1,0,0,1.0,1.0
1461,Browns,0.674399331234,0.527010353748,0.629860799703,0.625276673603,1,0,0,0,0,0,0,0,0.0,0.0
1462,Yellows,0.593024548573,0.630244544186,0.636928431645,0.539194163804,0,0,0,0,0,0,0,1,1.0,0.0
1463,Whites,0.679091318377,0.679600967986,0.6798910712,0.538699541776,0,0,0,0,0,1,0,0,1.0,1.0
1464,Browns,0.280425110283,0.565847570448,0.679211753943,0.620404740062,0,0,0,0,1,0,0,0,0.0,0.0
1465,Whites,0.556888865485,0.572410132149,0.677984272657,0.533618681718,0,0,0,0,0,1,0,0,1.0,1.0
1466,Whites,0.470266818691,0.521171281862,0.656356651364,0.564960731032,0,0,0,1,0,0,0,0,1.0,1.0
1467,Pinks,0.689266460531,0.689006576798,0.689273542638,0.560782012012,0,0,0,0,0,0,1,0,1.0,1.0
1468,Blues,0.607542750317,0.640600508223,0.642945724709,0.568906608454,1,0,0,0,0,0,0,0,1.0,0.0
1469,Blues,0.642287564108,0.643470250477,0.64706654519,0.585092994016,1,0,0,0,0,0,0,0,1.0,0.0
1470,Yellows,0.600147204788,0.636322893259,0.63867568099,0.517499995404,0,0,1,0,0,0,0,0,1.0,0.0
1471,Blues,0.598007347567,0.633226141589,0.633710194541,0.548075362081,0,0,1,0,0,0,0,0,1.0,0.0
1472,Yellows,0.59621630828,0.635972995161,0.62901210869,0.515779830577,0,0,1,0,0,0,0,0,1.0,0.0
1473,Reds,0.601232660614,0.656993485601,0.673544931497,0.543701887476,0,0,0,0,1,0,0,0,1.0,0.0
1474,Whites,0.56100865831,0.66308382405,0.679047006612,0.552036312448,0,0,0,1,0,0,0,0,1.0,1.0
1475,Yellows,0.608901584898,0.644108300882,0.636965859642,0.569601335258,0,0,1,0,0,0,0,0,1.0,0.0
1476,Blues,0.640207092276,0.646035051105,0.650900691031,0.586503303331,0,0,1,0,0,0,0,0,1.0,0.0
1477,Yellows,0.621961006993,0.644777662062,0.643470250025,0.600838810051,0,0,0,0,0,0,0,1,1.0,0.0
1478,Greys,0.607514573977,0.634596833655,0.656849574087,0.529928008147,0,0,0,0,0,0,0,1,1.0,0.0
1479,Yellows,0.623565484275,0.639210402774,0.668264420947,0.562430210423,0,0,0,0,0,0,0,1,1.0,0.0
1480,Yellows,0.590526203298,0.629952280965,0.645925450332,0.575370311202,0,0,1,0,0,0,0,0,1.0,0.0
1481,Yellows,0.627293862221,0.640444691981,0.66530832069,0.561410188542,1,0,0,0,0,0,0,0,1.0,0.0
1482,Greens,0.668520282179,0.594827089926,0.449257840708,0.571814225393,0,0,0,0,0,0,1,0,1.0,1.0
1483,Yellows,0.605933680279,0.635356272414,0.64679287265,0.580766493265,1,0,0,0,0,0,0,0,1.0,0.0
1484,Greys,0.609122306858,0.638336735762,0.659604077299,0.591342852898,0,0,0,0,0,0,0,1,1.0,0.0
1485,Blues,0.64538262646,0.652476054406,0.654892638863,0.553029517261,0,0,1,0,0,0,0,0,1.0,0.0
1486,Reds,0.59368427998,0.660351595855,0.674341458601,0.598177622145,0,0,1,0,0,0,0,0,1.0,0.0
1487,Yellows,0.602135543949,0.631699049082,0.646867603528,0.574246432653,0,1,0,0,0,0,0,0,1.0,0.0
1488,Reds,0.63879202601,0.646201943034,0.655463184824,0.557426691105,0,0,0,0,1,0,0,0,1.0,0.0
1489,Yellows,0.586819512226,0.644438320835,0.639048408866,0.536063000947,1,0,0,0,0,0,0,0,1.0,0.0
1490,Blues,0.610303415847,0.640458890606,0.64116782122,0.529441053318,0,0,1,0,0,0,0,0,1.0,0.0
1491,Reds,0.641703151503,0.649669893975,0.658223695626,0.56524310531,1,0,0,0,0,0,0,0,1.0,0.0
1492,Oranges,0.603335602481,0.629910564507,0.662045403491,0.539437787531,0,0,0,0,0,0,0,1,1.0,0.0
1493,Reds,0.586085659352,0.650711405052,0.674203594056,0.55623492191,1,0,0,0,0,0,0,0,1.0,0.0
1494,Oranges,0.601867368463,0.638803338025,0.663432538876,0.548452360478,0,0,1,0,0,0,0,0,1.0,0.0
1495,Reds,0.64587948487,0.650110418392,0.655226178583,0.569428777038,0,1,0,0,0,0,0,0,1.0,0.0
1496,Yellows,0.614135824533,0.631621479822,0.646803686742,0.579769762031,0,0,0,0,0,0,0,1,1.0,0.0
1497,Greys,0.612703920796,0.638837244755,0.659684700334,0.556686417151,0,0,0,0,0,0,0,1,1.0,0.0
1498,Oranges,0.604966743303,0.631308280299,0.661499527886,0.522447048557,1,0,0,0,0,0,0,0,1.0,0.0
1499,Yellows,0.579196372937,0.636189495192,0.63044289554,0.571034088515,0,1,0,0,0,0,0,0,1.0,0.0
1500,Whites,0.687499387791,0.690641747669,0.687897365367,0.583784703843,0,0,0,1,0,0,0,0,1.0,1.0
1501,Blues,0.638503454016,0.648261398814,0.650930843207,0.583316393409,0,0,0,0,1,0,0,0,1.0,0.0
1502,Yellows,0.619008301609,0.626420720485,0.662751755231,0.520110869542,0,1,0,0,0,0,0,0,1.0,0.0
1503,Blues,0.603817465366,0.636350401313,0.64041330171,0.503385049893,0,0,1,0,0,0,0,0,1.0,0.0
1504,Oranges,0.592680214489,0.630715610577,0.66066786666,0.556065736172,0,0,0,0,1,0,0,0,1.0,0.0
1505,Blues,0.603148600153,0.636563363112,0.641240955224,0.577496341944,0,0,1,0,0,0,0,0,1.0,0.0
1506,Reds,0.592590809133,0.662258320255,0.675238582294,0.538746685839,0,0,0,0,0,0,0,1,1.0,0.0
1507,Blues,0.640309788398,0.646725839536,0.645845561181,0.552578106198,0,0,1,0,0,0,0,0,1.0,0.0
1508,Pinks,0.687410129598,0.682132741194,0.683338663548,0.571365994196,0,0,0,0,0,0,1,0,1.0,1.0
1509,Greys,0.649416994299,0.640688360214,0.650688865408,0.52913694897,0,1,0,0,0,0,0,0,1.0,0.0
1510,Blues,0.612650983149,0.635326499391,0.64255811575,0.542103249514,0,0,1,0,0,0,0,0,1.0,0.0
1511,Yellows,0.599682976558,0.645678055172,0.642877036247,0.51368123632,1,0,0,0,0,0,0,0,1.0,0.0
1512,Purples,0.637602772923,0.614339955913,0.667770362399,0.600998114105,1,0,0,0,0,0,0,0,0.0,1.0
1513,Blues,0.609303546312,0.634303288151,0.641190408918,0.507636553169,0,0,0,0,1,0,0,0,1.0,0.0
1514,Yellows,0.595482683253,0.636293109663,0.64100609115,0.559775566652,0,0,1,0,0,0,0,0,1.0,0.0
1515,Reds,0.595851382166,0.650651553227,0.672539192055,0.538497666898,0,0,1,0,0,0,0,0,1.0,0.0
1516,Yellows,0.622490257375,0.646086243835,0.672691787596,0.533599688863,0,1,0,0,0,0,0,0,1.0,0.0
1517,Yellows,0.618545167838,0.651511159965,0.668301438438,0.514852335136,0,0,0,0,1,0,0,0,1.0,0.0
1518,Reds,0.604426902419,0.654832999708,0.677840023565,0.537192413409,0,0,0,0,1,0,0,0,1.0,0.0
1519,Pinks,0.647546896137,0.583471946642,0.689285219127,0.576795065459,0,0,0,0,0,1,0,0,1.0,1.0
1520,Whites,0.628237418613,0.68652279445,0.681259967671,0.543689153082,0,0,0,0,0,1,0,0,1.0,1.0
1521,Reds,0.60288546591,0.658357238447,0.678696600636,0.587727198731,0,0,1,0,0,0,0,0,1.0,0.0
1522,Oranges,0.595442804478,0.627810363939,0.66310393049,0.558442696858,0,0,0,0,0,0,0,1,1.0,0.0
1523,Yellows,0.605037507245,0.642671101938,0.63931532435,0.518030712667,0,1,0,0,0,0,0,0,1.0,0.0
1524,Yellows,0.614563105484,0.642713467826,0.651195973258,0.573649418675,1,0,0,0,0,0,0,0,1.0,0.0
1525,Whites,0.621481328373,0.664525909933,0.642135554203,0.579064776193,0,0,0,0,0,1,0,0,1.0,1.0
1526,Yellows,0.598582407109,0.645581790084,0.646281782358,0.540948335731,1,0,0,0,0,0,0,0,1.0,0.0
1527,Reds,0.605457694132,0.65716649832,0.676436922111,0.586613233887,0,1,0,0,0,0,0,0,1.0,0.0
1528,Greys,0.647308317065,0.644023265107,0.65154425946,0.513456394595,0,0,1,0,0,0,0,0,1.0,0.0
1529,Greys,0.612389478833,0.642837555252,0.655878309233,0.545025094048,0,1,0,0,0,0,0,0,1.0,0.0
1530,Whites,0.655218835442,0.68497893025,0.677513996573,0.525873071353,0,0,0,0,0,1,0,0,1.0,1.0
1531,Oranges,0.615678254669,0.640409690148,0.664763322009,0.584499564292,0,0,1,0,0,0,0,0,1.0,0.0
1532,Blues,0.630754398863,0.642555318894,0.647972038805,0.529669780617,0,0,0,0,1,0,0,0,1.0,0.0
1533,Greens,0.660628057435,0.655410134058,0.623764767176,0.54185154242,0,0,0,0,0,0,1,0,1.0,1.0
1534,Whites,0.645757800214,0.660871272135,0.648831266736,0.60057885215,0,0,0,1,0,0,0,0,1.0,1.0
1535,Greys,0.644619561399,0.643895515305,0.646063703531,0.535391967014,0,0,1,0,0,0,0,0,1.0,0.0
1536,Reds,0.604132913567,0.65601275605,0.671695264127,0.558396564336,0,1,0,0,0,0,0,0,1.0,0.0
1537,Yellows,0.59470383976,0.638234747545,0.647573139784,0.5566024688,0,0,1,0,0,0,0,0,1.0,0.0
1538,Reds,0.597165728302,0.662106609605,0.675295165102,0.611395342301,0,0,1,0,0,0,0,0,1.0,0.0
1539,Yellows,0.606041099346,0.625780743652,0.639963165592,0.541915714918,0,1,0,0,0,0,0,0,1.0,0.0
1540,Oranges,0.66429197047,0.674696773833,0.655320330281,0.549139250969,0,0,1,0,0,0,0,0,1.0,0.0
1541,Yellows,0.62632937078,0.645383950986,0.667713996624,0.545142171697,0,0,0,0,1,0,0,0,1.0,0.0
1542,Reds,0.638786475625,0.65230149006,0.654151970484,0.588654960475,0,1,0,0,0,0,0,0,1.0,0.0
1543,Greens,0.684889584989,0.671968106187,0.664959306882,0.569986400779,0,0,0,1,0,0,0,0,1.0,1.0
1544,Oranges,0.610910907309,0.638450867008,0.664005734109,0.581494111272,0,0,0,0,1,0,0,0,1.0,0.0
1545,Blues,0.640846714093,0.651642212059,0.647249204126,0.612129341507,0,0,0,0,1,0,0,0,1.0,0.0
1546,Greens,0.54719393042,0.640970553388,0.540136420953,0.535938451641,0,0,0,1,0,0,0,0,1.0,1.0
1547,Reds,0.588977824775,0.656274464254,0.6784673284,0.532533125008,0,0,0,0,1,0,0,0,1.0,0.0
1548,Greens,0.682039276373,0.412201028602,0.285308649458,0.599747189078,0,0,0,0,0,0,1,0,1.0,1.0
1549,Browns,0.662630597896,0.522383973491,0.626996519552,0.633031828565,1,0,0,0,0,0,0,0,0.0,0.0
1550,Blues,0.606532063927,0.633840473422,0.636685511111,0.537953640371,0,1,0,0,0,0,0,0,1.0,0.0
1551,Yellows,0.601443560364,0.644486054403,0.649020823605,0.54387306621,0,0,1,0,0,0,0,0,1.0,0.0
1552,Yellows,0.603179764646,0.634030837063,0.647229802673,0.528321899229,0,0,0,0,1,0,0,0,1.0,0.0
1553,Greys,0.647582038743,0.642042182273,0.646165583298,0.57731869476,0,0,0,0,0,0,0,1,1.0,0.0
1554,Reds,0.638188245308,0.649364698978,0.647146742379,0.547531373527,0,0,0,0,1,0,0,0,1.0,0.0
1555,Blues,0.636799216697,0.644152161284,0.647511107706,0.586583988765,0,0,0,0,0,0,0,1,1.0,0.0
1556,Whites,0.685570178848,0.685784909623,0.68604668336,0.559003482843,0,0,0,1,0,0,0,0,1.0,1.0
1557,Blues,0.598042042298,0.633113114009,0.64206183462,0.600072485378,0,0,1,0,0,0,0,0,1.0,0.0
1558,Greens,0.676186819113,0.68914834136,0.666687768187,0.552345946413,0,0,0,0,0,0,1,0,1.0,1.0
1559,Yellows,0.594685436727,0.627207597912,0.645397345173,0.554235680255,0,0,0,0,1,0,0,0,1.0,0.0
1560,Blues,0.639868123715,0.651698457466,0.651580807731,0.563991168003,0,1,0,0,0,0,0,0,1.0,0.0
1561,Blues,0.638372923238,0.651648819779,0.645123069363,0.49901731143,0,0,0,0,0,0,0,1,1.0,0.0
1562,Oranges,0.601674979344,0.638100535656,0.662047319851,0.500119228207,0,1,0,0,0,0,0,0,1.0,0.0
1563,Browns,0.57399311038,0.657275455733,0.633659831689,0.654209806479,0,0,0,0,1,0,0,0,0.0,0.0
1564,Oranges,0.669120358353,0.674954634273,0.65697775453,0.592248150345,0,1,0,0,0,0,0,0,1.0,0.0
1565,Yellows,0.600710467608,0.636781132138,0.645534076116,0.555168045957,0,0,0,0,0,0,0,1,1.0,0.0
1566,Reds,0.600857569506,0.657758133591,0.677797575147,0.520624034193,0,0,0,0,1,0,0,0,1.0,0.0
1567,Yellows,0.604097626593,0.63072460874,0.642534312593,0.571071988425,1,0,0,0,0,0,0,0,1.0,0.0
1568,Yellows,0.620970856336,0.650462509219,0.655974992686,0.536195775696,0,0,0,0,0,0,0,1,1.0,0.0
1569,Yellows,0.60597619878,0.64904132978,0.648113725444,0.533727766531,0,0,1,0,0,0,0,0,1.0,0.0
1570,Oranges,0.671934656253,0.677107465183,0.654837644493,0.551005154672,1,0,0,0,0,0,0,0,1.0,0.0
1571,Yellows,0.62004073177,0.635281365418,0.665569946975,0.576751340928,0,0,1,0,0,0,0,0,1.0,0.0
1572,Oranges,0.60823149109,0.639222403231,0.663818921931,0.513295676489,0,0,0,0,1,0,0,0,1.0,0.0
1573,Yellows,0.586824160585,0.632663161978,0.639769230711,0.610874930769,0,0,0,0,1,0,0,0,1.0,0.0
1574,Yellows,0.610200589566,0.633460304409,0.635549166332,0.613637105322,0,0,0,0,1,0,0,0,1.0,0.0
1575,Oranges,0.595862424423,0.623963293016,0.651162590201,0.570638694576,1,0,0,0,0,0,0,0,1.0,0.0
1576,Reds,0.599314286911,0.656202337426,0.672604607511,0.572884365545,1,0,0,0,0,0,0,0,1.0,0.0
1577,Blues,0.635748231001,0.646222535061,0.65096969605,0.50314433364,0,0,0,0,1,0,0,0,1.0,0.0
1578,Oranges,0.671034571566,0.676220921919,0.655861928637,0.504506967331,1,0,0,0,0,0,0,0,1.0,0.0
1579,Whites,0.653474387763,0.676323329669,0.658040223607,0.611781040858,0,0,0,0,0,1,0,0,1.0,1.0
1580,Blues,0.603295695103,0.633680636013,0.638573236179,0.556667465639,0,0,0,0,0,0,0,1,1.0,0.0
1581,Yellows,0.626887913406,0.663950290806,0.673564856575,0.551649977883,0,0,0,0,1,0,0,0,1.0,0.0
1582,Whites,0.690266339557,0.690415597786,0.690507145947,0.538375725444,0,0,0,1,0,0,0,0,1.0,1.0
1583,Oranges,0.601412638429,0.624456999058,0.659851327675,0.55263056319,1,0,0,0,0,0,0,0,1.0,0.0
1584,Oranges,0.594497609467,0.636480798985,0.663067219264,0.547217355556,0,0,1,0,0,0,0,0,1.0,0.0
1585,Greys,0.611780785858,0.636051673921,0.66171681868,0.574408422265,0,1,0,0,0,0,0,0,1.0,0.0
1586,Yellows,0.611364468238,0.638468036222,0.660846923452,0.550726939455,0,0,1,0,0,0,0,0,1.0,0.0
1587,Oranges,0.605822068267,0.634258283566,0.663445018193,0.592038458052,0,0,1,0,0,0,0,0,1.0,0.0
1588,Greys,0.614308871802,0.637116836076,0.662917843788,0.519059790277,0,1,0,0,0,0,0,0,1.0,0.0
1589,Blues,0.639980804388,0.650149177095,0.646056236165,0.566325973609,1,0,0,0,0,0,0,0,1.0,0.0
1590,Oranges,0.603288382422,0.639611569069,0.662498998609,0.555116021116,0,0,0,0,0,0,0,1,1.0,0.0
1591,Greens,0.66510392629,0.669685301965,0.659427009234,0.535095804595,0,0,0,1,0,0,0,0,1.0,1.0
1592,Reds,0.638790226503,0.649617929098,0.649338364828,0.532375536534,1,0,0,0,0,0,0,0,1.0,0.0
1593,Blues,0.640043938647,0.651891716993,0.650805459531,0.596462383411,0,1,0,0,0,0,0,0,1.0,0.0
1594,Pinks,0.665959893879,0.625958137326,0.683485423392,0.550053690767,0,0,0,0,0,0,1,0,1.0,1.0
1595,Yellows,0.597659154921,0.648621745933,0.647771787471,0.512230944642,1,0,0,0,0,0,0,0,1.0,0.0
1596,Greys,0.642997168494,0.642142805015,0.648336211804,0.59966726273,1,0,0,0,0,0,0,0,1.0,0.0
1597,Greys,0.611793564934,0.635045323726,0.659748216302,0.524587244263,0,0,1,0,0,0,0,0,1.0,0.0
1598,Blues,0.637623156174,0.647499874227,0.645576532628,0.539093752619,0,1,0,0,0,0,0,0,1.0,0.0
1599,Yellows,0.585369004404,0.628422896141,0.641692433683,0.552422844255,0,0,1,0,0,0,0,0,1.0,0.0
1600,Greys,0.60797024253,0.635319838858,0.659903929145,0.505837185158,0,1,0,0,0,0,0,0,1.0,0.0
1601,Blues,0.604596476323,0.644332885723,0.646323542313,0.539252105514,0,0,1,0,0,0,0,0,1.0,0.0
1602,Pinks,0.68763446487,0.68213442336,0.68572709236,0.592027100715,0,0,0,0,0,0,1,0,1.0,1.0
1603,Yellows,0.593744097515,0.631399323085,0.635882091228,0.536272248302,1,0,0,0,0,0,0,0,1.0,0.0
1604,Reds,0.636922579964,0.649955723724,0.649905568111,0.539963338701,0,0,0,0,0,0,0,1,1.0,0.0
1605,Yellows,0.599854864207,0.63678156538,0.636343412711,0.601765754679,0,0,0,0,1,0,0,0,1.0,0.0
1606,Yellows,0.576878072985,0.63477215721,0.62880041825,0.516663891408,0,0,0,0,0,0,0,1,1.0,0.0
1607,Browns,0.660063447834,0.650339272018,0.63509660175,0.627029093472,0,0,0,0,0,0,0,1,0.0,0.0
1608,Blues,0.607502439722,0.639483449392,0.642421851317,0.506970337211,1,0,0,0,0,0,0,0,1.0,0.0
1609,Oranges,0.610250440212,0.642562701117,0.668607938569,0.579459720968,0,0,1,0,0,0,0,0,1.0,0.0
1610,Greys,0.605679753152,0.642725838508,0.660109634929,0.552669156676,1,0,0,0,0,0,0,0,1.0,0.0
1611,Whites,0.642705314038,0.679102796552,0.649971506177,0.603494796202,0,0,0,0,0,1,0,0,1.0,1.0
1612,Yellows,0.597582627066,0.636074176298,0.636097517322,0.530671115566,0,0,0,0,1,0,0,0,1.0,0.0
1613,Greys,0.614790967521,0.638302997278,0.657736151257,0.561774273833,0,1,0,0,0,0,0,0,1.0,0.0
1614,Yellows,0.594225739949,0.636743495307,0.64007513425,0.554061033431,0,0,0,0,0,0,0,1,1.0,0.0
1615,Yellows,0.611878360041,0.644388770871,0.642024380968,0.531844226131,0,1,0,0,0,0,0,0,1.0,0.0
1616,Blues,0.601820141022,0.6369440196,0.642881655379,0.557592913557,0,0,1,0,0,0,0,0,1.0,0.0
1617,Greys,0.640015458619,0.641156855555,0.648590382876,0.507644652483,0,0,0,0,0,0,0,1,1.0,0.0
1618,Whites,0.377398560992,0.599941102143,0.587766979534,0.553284524865,0,0,0,1,0,0,0,0,1.0,1.0
1619,Greens,0.678761658908,0.66162498597,0.489088587048,0.522831818451,0,0,0,1,0,0,0,0,1.0,1.0
1620,Pinks,0.689248618555,0.670404640296,0.679471159657,0.509859496556,0,0,0,0,0,1,0,0,1.0,1.0
1621,Pinks,0.668033159199,0.524921810397,0.690161693426,0.530817274724,0,0,0,0,0,1,0,0,1.0,1.0
1622,Reds,0.641646312617,0.64607485766,0.658189678986,0.578580178505,0,0,1,0,0,0,0,0,1.0,0.0
1623,Blues,0.634725918315,0.643869701273,0.651900858035,0.539043393147,0,0,0,0,0,0,0,1,1.0,0.0
1624,Greys,0.64758072759,0.644511623608,0.655475911467,0.540820046925,1,0,0,0,0,0,0,0,1.0,0.0
1625,Oranges,0.669170176944,0.677858641935,0.658033799294,0.574363171441,0,0,1,0,0,0,0,0,1.0,0.0
1626,Blues,0.607632806859,0.637974270278,0.643781879012,0.534785345678,1,0,0,0,0,0,0,0,1.0,0.0
1627,Yellows,0.625535911615,0.640905406857,0.66763564056,0.544740653642,0,0,0,0,0,0,0,1,1.0,0.0
1628,Yellows,0.577814818704,0.638904188907,0.641170691461,0.599508349684,0,1,0,0,0,0,0,0,1.0,0.0
1629,Reds,0.584257172483,0.656287383,0.672273056541,0.588779866181,0,0,1,0,0,0,0,0,1.0,0.0
