,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
7387,Yellows,8.0,212.660481965,36852.6792833,Environment,70.8868273217,No,519.880500732,No,Female,By_16:00,0.369261312066,0.485858706525,0.522543811239,5.14301297488,2.04812136013,4.00774474489,9011.0,39.4794021267,654.051318723,6506.90764477,79267.0140746,Yes,270275.735042,25.5744270458,856883.306856,51.5552564524,5105.82911506,90.0,30-45,4.0,1034.21989049,5.0,Motorcycle_or_truck,Public_Sector,787.171307141,2.0,No
3767,Blues,3.0,135.844884155,19486.4653408,Healthcare,45.2816280516,No,430.339326992,Yes,Female,After_16:00,0.640591976466,0.881776963593,7.6894098171,8.67115247063,4.69288669992,8.63648079801,7463.0,73.0091705453,595.857359989,5495.10798989,69151.0163173,Yes,185191.936356,24.4101896754,711148.267926,66.5694301948,2105.70746706,80.0,45_and_up,4.0,887.276403631,18.0,Car,Student_or_Unemployed,615.941693883,1.0,No
696,Oranges,7.0,121.768068339,17619.6662476,Financial,40.5893561132,No,434.095731859,Yes,Female,After_16:00,0.666675380897,0.912373847095,0.399290174246,1.87972501852,8.38009969797,2.31840876397,4577.0,92.2922522761,573.082007222,5487.12133303,69852.6332032,Yes,188439.104418,23.9391312963,658012.958657,98.9770853193,1698.08518579,60.0,45_and_up,2.0,920.627840203,3.0,Public_or_other,Services_or_Retail,722.888921035,0.0,No
7271,Yellows,5.0,916.643992637,142495.40135,Social,305.547997546,No,466.360121798,Yes,Female,After_16:00,0.743815756869,0.438148066867,0.0480739609338,7.65936380019,6.32182082394,1.179068333,6272.0,48.2964964351,602.810560638,5869.22233925,70563.9498135,Yes,217491.763203,24.552200729,727864.068629,27.4513175013,93675.1268018,70.0,45_and_up,2.0,902.447753534,4.0,Car,Services_or_Retail,626.564473559,0.0,No
3918,Blues,6.0,442.549053796,64451.8387842,Healthcare,147.516351265,No,436.913184412,Yes,Male,By_16:00,0.483926299959,0.0310768117197,6.46123464918,3.374909868,4.69828208443,0.0900540547445,7648.0,11.4508540835,576.735455848,5522.60275582,67083.9198611,Yes,190893.130713,24.015317109,666282.205216,22.5671848282,21918.5902419,80.0,Below_30,0.0,856.613212579,1.0,Motorcycle_or_truck,Services_or_Retail,587.719967749,1.0,No
9897,Yellows,6.0,687.696817267,97499.9954146,Financial,229.232272422,No,425.332761327,Yes,Female,By_16:00,0.241110434989,0.0506383918691,9.95196290314,2.408480905,1.03689675685,6.66709742276,3886.0,5.18048414961,557.199170686,5367.72595464,66633.4170484,Yes,180907.957858,23.6050666317,622021.809016,4.77385574486,52786.6669923,60.0,45_and_up,0.0,866.334843902,17.0,Public_or_other,Hightech,644.644628303,0.0,No
2642,Reds,3.0,189.117690318,25455.1922842,Healthcare,63.039230106,No,403.799225362,Yes,Female,After_16:00,0.29431928671,0.0460999184288,1.84810973937,0.144682177342,1.68275936274,0.371116399765,4439.0,84.5924769994,725.304500084,5488.60125379,83558.3093971,Yes,163053.814403,26.9314778667,1053358.74633,81.2549998518,4046.98376246,80.0,Below_30,2.0,1099.00968042,4.0,Motorcycle_or_truck,Industry_or_other,811.711415619,0.0,No
8598,Pinks,5.0,308.379487297,83725.6659743,Military,102.793162432,No,814.506179139,No,Female,By_16:00,0.351090630284,0.241075389786,7.39304402377,0.98111897707,2.14771241415,5.09984442499,8011.0,30.9065021574,428.813622333,9002.68903606,61425.0610647,Yes,663420.315856,20.7078154892,369163.854456,50.6329454947,10679.2274053,30.0,Below_30,3.0,755.934317855,5.0,Public_or_other,Public_Sector,577.102879683,0.0,Yes
2310,Whites,7.0,55.1810208148,2876.56217241,Military,18.3936736049,No,156.388671137,Yes,Female,After_16:00,0.139467501082,0.483805151423,2.11594314082,1.39684562106,1.21852688026,0.293016987853,6548.0,1.37504416052,402.450009082,2368.78672954,46185.4933081,Yes,24457.4164601,20.0611567234,324591.055472,42.8532045102,366.72090229,30.0,,1.0,624.167465987,19.0,Car,Industry_or_other,492.6471814,0.0,Yes
2555,Yellows,9.0,704.259799975,103051.22448,Education,234.753266658,No,438.976743312,Yes,Female,By_16:00,0.933662555646,0.689052096801,7.18731044559,,9.91501254728,2.05599824199,9110.0,25.8827657904,661.221219397,5712.20987192,74580.5239946,Yes,192700.581169,25.7142221231,875494.249219,48.3138435986,55353.8494734,100.0,30-45,4.0,948.132028451,10.0,Motorcycle_or_truck,Hightech,618.270513325,0.0,No
5528,Browns,1.0,1145.47377989,202923.256094,Environment,381.824593297,Yes,531.456746518,No,Male,After_16:00,0.924795368453,0.5467026392,1.50699711405,6.41484221211,4.512705612,7.02235780424,9625.0,27.4353766581,14.5110085643,5343.58948231,10792.2567168,No,282446.27342,3.80933177399,988.53510914,21.2940410711,146181.84464,90.0,30-45,2.0,79.1753941165,3.0,Motorcycle_or_truck,Student_or_Unemployed,25.9396235135,0.0,No
8197,Reds,3.0,212.604700858,28925.4999683,Social,70.8682336193,No,408.158895617,Yes,Male,By_16:00,0.122855898459,0.400592085905,9.00088633876,6.07945247553,0.83137872396,4.82078902191,8891.0,10.8441202203,714.748358654,5511.08567347,83213.6119015,Yes,166593.684071,26.7347780738,1022978.81051,28.9137497079,5103.17476994,70.0,45_and_up,2.0,1099.19902069,8.0,Foot_or_bicycle,Student_or_Unemployed,830.219216683,1.0,No
6171,Yellows,7.0,647.697223402,116144.618862,Healthcare,215.899074467,No,537.957928483,No,Female,By_16:00,0.602404741803,0.583222232061,2.23334160633,5.18005722901,9.72539149225,7.53888634266,8678.0,38.3733015507,588.548327614,6556.67594005,75305.7511357,Yes,289398.732817,24.2600149962,694155.6432,83.4443103988,46838.3094304,80.0,45_and_up,2.0,998.197986449,6.0,Motorcycle_or_truck,Public_Sector,829.417397497,0.0,No
2954,Greys,9.0,308.015142047,67066.9722181,Social,102.671714016,No,653.217615593,No,Male,By_16:00,0.941295434954,0.923110666219,7.3856286658,5.493134344,6.06510708807,4.47466781829,3794.0,37.5918784412,608.054586281,7748.28532849,75306.6722106,Yes,426693.253321,24.65876287,740800.395056,31.5678807907,10654.1525729,70.0,30-45,0.0,950.779711887,12.0,Car,Hightech,676.417645351,0.0,No
4884,Reds,3.0,320.276142937,65963.9621505,Environment,106.758714312,No,617.878948575,No,Male,By_16:00,0.178972630063,0.260959327221,4.93141329847,8.20584098576,4.30292573292,8.07432035916,8615.0,22.6548234234,646.697066548,7472.18361885,78416.8891675,Yes,381774.395093,25.4302392153,837765.426439,96.667619748,11514.1817959,90.0,45_and_up,0.0,995.493118183,8.0,Public_or_other,Hightech,703.355726865,0.0,No
8490,Yellows,9.0,62.1035839574,7483.21118783,Social,20.7011946525,No,361.486924472,Yes,Female,After_16:00,0.667065511458,0.806713930331,2.51329306047,2.4973479216,5.58548322879,6.94554549409,9469.0,48.9618943771,631.371970458,4877.61318564,71151.5617418,Yes,130672.796565,25.1271162384,798262.90084,20.1792859007,459.240654692,70.0,30-45,4.0,919.525343884,14.0,Motorcycle_or_truck,Services_or_Retail,630.283756049,0.0,No
2278,Greys,8.0,458.420347277,63191.8770353,Financial,152.806782426,No,413.541048585,Yes,Male,After_16:00,0.233582998859,0.242367278552,4.65899673523,8.31241476117,0.749794004951,9.0315928054,7304.0,80.0487865927,562.439283399,5260.28905265,67998.1188975,Yes,171016.198865,23.7158023984,633793.904696,48.9021084504,23512.7195377,60.0,Below_30,1.0,894.783772952,1.0,Public_or_other,Industry_or_other,,2.0,No
9544,Yellows,9.0,189.985423764,26397.5327654,Environment,63.3284745881,No,416.835127281,Yes,Male,After_16:00,0.607337656664,0.709559174487,7.91734725237,0.469636525959,0.0363287166692,0.137876330409,9512.0,6.79352208972,602.401010164,5373.15329314,68948.17847,Yes,173751.523335,24.5438589094,726795.132721,78.0649666674,4083.82416824,90.0,30-45,5.0,881.016171725,7.0,Car,Public_Sector,594.343499698,1.0,No
6823,Blues,7.0,290.493835547,53699.0778082,Education,96.8312785158,No,554.563345969,No,Female,By_16:00,0.214467437007,0.152593285078,8.93544998486,1.32220234023,4.66064130422,6.12060626037,3689.0,66.6253715288,636.777577866,6819.18861542,75628.8711038,Yes,307540.504693,25.2344522006,812199.369301,46.9499499537,9483.12777753,100.0,45_and_up,1.0,960.275458872,20.0,Public_or_other,Services_or_Retail,663.438608391,0.0,No
2959,Browns,5.0,1463.81537054,292344.149871,Social,487.938456846,Yes,599.141440419,No,Female,By_16:00,0.113235435914,0.617560422281,5.46165603213,9.79412189219,7.39536823472,6.695905081,8261.0,12.8472404787,482.606568543,6956.62754128,53102.7731464,No,358970.465628,21.9683082768,466614.682449,68.4390075738,238581.876126,70.0,Below_30,1.0,587.930559553,18.0,Foot_or_bicycle,Services_or_Retail,187.341007646,1.0,No
849,Oranges,1.0,409.016232152,58530.0451579,Social,136.338744051,No,429.298696899,Yes,Female,By_16:00,0.931744430214,0.41278496501,4.9834837392,,1.03267350467,3.58939848375,5555.0,75.5291674519,564.917119625,5422.82120824,70566.7690794,Yes,184297.371159,23.7679851823,639487.886337,74.4379198411,18734.5918734,70.0,30-45,2.0,944.297052617,12.0,Public_or_other,Services_or_Retail,785.883550529,0.0,No
9692,Yellows,8.0,492.670229166,61874.735126,Education,164.223409722,No,376.771711358,Yes,Male,After_16:00,0.00788240320981,0.778318434255,7.23753245082,9.13981325226,9.10328967962,5.01855420647,9506.0,99.7275145026,625.713241773,5019.14359713,69697.9096192,Yes,141956.92248,25.0142607681,783996.360145,28.4935797565,27143.5517104,100.0,30-45,1.0,888.552375347,4.0,Public_or_other,Student_or_Unemployed,575.466573231,0.0,No
2308,Greys,9.0,344.03633781,50975.9700656,Education,114.67877927,No,444.510923381,Yes,Male,After_16:00,0.793785962276,0.798033003928,8.10763147427,6.25010949094,0.867084832862,,3535.0,40.7063907478,,5629.05054668,71509.4510626,Yes,197589.961005,24.3304471071,702034.553723,83.7439773139,13275.9011941,100.0,45_and_up,0.0,937.988005965,13.0,Foot_or_bicycle,Public_Sector,721.526645677,3.0,No
7639,Pinks,3.0,258.668648722,82589.2714489,Military,86.2228829073,No,957.857921981,No,Female,After_16:00,0.340131184552,0.443253856851,8.77260492882,1.02361160098,5.30575963436,6.67420275044,9911.0,54.061553115,430.88690564,10440.3530311,60970.7955639,Yes,917491.798702,20.7578155315,372739.093976,72.3632144742,7530.60841976,30.0,Below_30,2.0,705.676582034,16.0,Foot_or_bicycle,Student_or_Unemployed,444.18514952,0.0,Yes
826,Reds,1.0,852.742896495,177703.2171,Environment,284.247632165,No,625.170439403,No,Female,By_16:00,0.928084612358,0.0024495117832,1.75618028268,6.95214349777,5.37177247694,8.91741008265,7730.0,26.7417452764,647.021442287,7545.7472786,78609.4504006,Yes,390838.078303,25.4366161721,838613.874325,8.54101292789,81090.9640237,90.0,45_and_up,1.0,997.441506081,13.0,Public_or_other,Services_or_Retail,705.210328165,0.0,No
3499,Yellows,7.0,452.412637183,63592.0150606,Education,150.804212394,No,421.685933376,Yes,Female,By_16:00,0.865922711557,0.410708995769,5.532328384,3.0431276327,3.59651809093,3.47568836296,7034.0,78.813220188,596.752029332,5410.36339243,69025.3011921,Yes,177819.026407,24.4285085368,,54.3523828965,22902.7146883,100.0,30-45,1.0,886.125375783,20.0,Foot_or_bicycle,Industry_or_other,613.759912093,0.0,No
5785,Blues,10.0,198.440420062,29074.8944849,Education,66.1468066872,No,439.550991818,Yes,Female,After_16:00,0.174319012091,0.516371494159,3.91286028782,4.93447267916,0.282179133501,4.95835345006,8332.0,99.8385702493,603.933612634,5603.37714345,69780.7310605,Yes,193205.074408,24.575060786,730529.588591,1.42007425893,4451.5468416,100.0,45_and_up,3.0,891.705680745,6.0,Foot_or_bicycle,Services_or_Retail,608.420660385,0.0,No
4349,Blues,9.0,536.573121122,66353.8936366,Education,178.857707041,No,370.987052973,Yes,Male,By_16:00,0.736150125507,0.0385079453699,6.8616786506,9.11504300078,2.3547839513,7.22565755947,3430.0,18.2329077041,550.856300142,4811.58313002,63707.8833501,Yes,137631.393474,23.4703280791,607845.992102,24.2841924774,32178.9370749,100.0,Below_30,0.0,822.708493646,9.0,Car,Services_or_Retail,579.678236441,1.0,No
4999,Blues,2.0,337.213940028,46106.8112527,Healthcare,112.404646676,No,410.18598978,Yes,Male,By_16:00,0.755451561185,0.342583371093,4.56485799514,3.14390834421,5.51618407713,2.95813609846,3657.0,71.2122974452,560.147393783,5222.15468537,65353.3959199,Yes,168252.546212,23.6674331896,628540.3238,64.6599031752,12757.2092411,80.0,30-45,1.0,840.117396666,7.0,Foot_or_bicycle,Hightech,589.932286567,0.0,No
8204,Blues,9.0,273.487258738,54646.7576907,Environment,91.1624195792,No,599.44391497,No,Female,After_16:00,0.493367527612,0.923049371457,3.12320821686,5.05497800419,0.425016758963,3.5965243727,6155.0,66.8032651069,643.626268738,7281.69168718,76440.3007038,Yes,359333.007195,25.3697904748,829760.715562,77.0515201613,8411.74916311,90.0,Below_30,3.0,960.070047498,16.0,Public_or_other,Public_Sector,641.724028274,3.0,No
2587,Yellows,6.0,376.478758989,49681.731314,Social,125.492919663,No,395.892704125,Yes,Female,By_16:00,0.920834603719,0.587590424344,7.8278522566,2.06440628273,5.41468553944,1.05086021125,8592.0,16.9194814749,607.406124346,5173.73928994,69919.6560488,Yes,156731.03318,24.6456106507,738924.944235,69.8925151024,15883.9658052,70.0,Below_30,3.0,903.580654737,2.0,Foot_or_bicycle,Student_or_Unemployed,634.651744826,0.0,No
6710,Greens,10.0,262.76812994,82602.5809539,Foreign_Affairs,87.5893766468,No,943.066204102,No,Female,By_16:00,0.447191838874,0.46488197078,7.45247396873,8.71127792401,0.94068961218,9.72704042913,9857.0,52.1775657777,876.201799344,11183.0656397,105821.233935,Yes,889373.865319,29.6007060616,1537268.4684,89.4843766466,7769.48827802,40.0,45_and_up,1.0,1310.99616411,5.0,Foot_or_bicycle,Industry_or_other,856.215848587,2.0,Yes
3899,Greens,6.0,410.027408683,96810.4701868,Foreign_Affairs,136.675802894,No,708.321942412,No,Male,By_16:00,0.973963794997,0.525793916546,9.6336730849,4.98441900127,6.71606525313,8.30474056071,9259.0,97.7174644824,392.732901237,7868.68522659,52280.3831829,Yes,501719.974102,19.8174897814,309580.07572,30.9739188757,18826.9508997,40.0,45_and_up,3.0,616.036980636,8.0,,Hightech,383.490350563,0.0,Yes
6457,Reds,3.0,569.760206796,105626.765111,Education,189.920068932,No,556.164315362,No,Male,By_16:00,0.872726894915,0.307246858487,6.92177388584,1.08191226842,1.10046453541,2.32455212623,5397.0,22.781182779,658.186654941,6878.0164635,77404.2766619,Yes,309318.745682,25.6551487024,867650.490275,50.6009782664,36269.552652,100.0,30-45,1.0,980.474658058,16.0,Foot_or_bicycle,Student_or_Unemployed,664.98047415,2.0,No
2857,Blues,9.0,169.401249939,34567.9413058,Financial,56.4670833131,No,612.178622972,No,Female,After_16:00,0.427006203216,0.862075511133,1.51907129213,2.55678849993,0.391779714264,3.047232721,3286.0,24.120345409,658.08282687,7437.95188346,79263.9740862,Yes,374762.666423,25.6531250897,867472.988811,86.8455083109,3254.9985812,60.0,Below_30,1.0,1005.89047922,16.0,Motorcycle_or_truck,Services_or_Retail,704.796145481,0.0,No
8601,Yellows,10.0,805.291440254,110173.568178,Environment,268.430480085,No,410.436132824,Yes,Female,After_16:00,0.4461687312,0.604489873163,8.13349788543,2.53054697067,8.51161189377,0.566412908956,7054.0,80.7835057843,602.819280437,5309.99988911,70031.4031827,Yes,168457.819127,24.5523783051,727847.32093,85.961774434,72333.3531186,90.0,30-45,2.0,905.938498062,7.0,Public_or_other,Services_or_Retail,644.715064774,1.0,No
7525,Pinks,4.0,281.998704881,87500.3111821,Other,93.9995682937,No,930.858649358,No,Male,After_16:00,0.848896888783,0.379811143968,5.26606185827,7.92788974242,0.519965833519,7.41069657262,5944.0,14.5290907705,684.073392535,10676.7332787,86962.4200763,Yes,866497.825085,26.1547967405,937567.234512,1.78842681926,8939.91840769,50.0,Below_30,0.0,1065.53347549,5.0,Car,Hightech,713.563114541,0.0,Yes
9843,Yellows,7.0,409.600752532,68991.2635364,Education,136.533584177,No,505.306177613,No,Female,By_16:00,0.442506720079,0.72123347153,1.96430960204,6.41747599002,1.74354895717,0.587200259324,3570.0,62.8919398645,589.087505306,6231.23678674,75054.6313405,Yes,255334.333134,24.2711249287,695404.241639,7.3754131794,18787.9531924,100.0,30-45,1.0,1001.08819638,9.0,Foot_or_bicycle,Public_Sector,840.757647679,0.0,No
7851,Greens,8.0,677.321469217,215151.507836,Other,225.773823072,No,952.951519834,No,Male,After_16:00,0.339306538925,0.847348037409,9.68860873953,8.90809521079,3.4930442879,5.11221998837,9930.0,44.8205202818,917.04580413,11363.6068066,109004.910532,Yes,908116.599154,30.2827641428,1683754.22919,99.2138282396,51209.5930078,50.0,45_and_up,4.0,1343.26834014,14.0,Foot_or_bicycle,Hightech,845.263928873,1.0,Yes
3862,Whites,1.0,731.099123449,93681.8059825,Military,243.699707816,No,384.414929431,Yes,Male,By_16:00,0.071061871713,0.507193842204,9.11273743957,9.99691781122,7.46161106974,2.7135787718,9561.0,82.538959058,659.388895459,5162.92708523,78580.8724742,Yes,147774.837969,25.6785687969,870820.746145,65.6996747712,59643.2472975,30.0,Below_30,2.0,1051.34165184,5.0,Foot_or_bicycle,Hightech,838.900305964,3.0,Yes
5706,Greys,6.0,786.633108061,118095.742539,Education,262.21103602,No,450.384332906,Yes,Female,After_16:00,0.866244965699,0.619842626154,4.37058543088,0.243811774999,0.442487397231,6.36971546104,8830.0,56.7031428218,603.146004578,5710.13533821,72728.0409107,Yes,202846.047327,24.5590310187,728761.886831,78.4550525714,69026.8384469,100.0,Below_30,3.0,953.518247956,4.0,Public_or_other,Services_or_Retail,731.296821091,0.0,No
9182,Oranges,2.0,133.344036656,18623.1893145,Education,44.4480122185,No,418.988125339,Yes,Female,By_16:00,0.496216087835,0.627878857311,0.878255488351,1.73256145325,7.75730115129,5.70482939482,4816.0,50.2262134105,553.735519879,5297.35229315,69140.1587099,Yes,175551.049175,23.5315855794,614445.410468,71.711643762,2030.0738024,100.0,45_and_up,2.0,925.445975835,2.0,Public_or_other,Hightech,770.370390819,0.0,No
1872,Greens,4.0,113.298303123,36492.3776447,Foreign_Affairs,37.766101041,No,966.273367883,No,Female,By_16:00,0.640598601196,0.391845389269,9.66728548286,5.99221412092,0.0744331185706,7.28175450582,8818.0,79.0619672276,957.290781957,11577.3152427,114885.02871,Yes,933684.22148,30.9401160624,1834738.64793,58.183517307,1474.04448888,40.0,30-45,2.0,1433.73510359,7.0,Public_or_other,Services_or_Retail,951.092126081,0.0,Yes
7413,Greens,6.0,210.270053773,54275.5455546,Other,70.0900179244,No,774.369120766,No,Male,After_16:00,0.404611920472,0.0850698691793,0.410557452124,7.0369492285,0.3961238591,7.7541598375,4383.0,66.5725084022,823.688658691,9391.06852504,95949.0774752,Yes,599647.535196,28.6999766322,1358444.71724,26.3943586266,4992.70063057,50.0,Below_30,4.0,1185.92430766,16.0,Foot_or_bicycle,Hightech,734.335205518,0.0,Yes
823,Reds,5.0,150.915844775,21202.4863886,Healthcare,50.3052815915,No,421.476348364,Yes,Female,By_16:00,0.900628580013,0.595641009044,5.65068406519,7.89972325787,5.73685107054,4.68048039358,4226.0,61.7102386896,725.879456862,5666.52239737,85203.1303223,Yes,177642.312231,26.94215019,1055101.60796,46.7177148676,2590.92663759,80.0,Below_30,4.0,1129.51905582,19.0,Car,Public_Sector,868.159819617,4.0,No
8004,Greens,3.0,226.45611528,23238.0687479,Foreign_Affairs,75.48537176,No,307.848636181,Yes,Male,After_16:00,0.851807766128,0.252878416795,8.76832185313,1.97767232079,0.258976861369,6.44584953552,7372.0,67.2226091381,575.318511787,4229.12338538,54080.4857037,Yes,94770.7827985,23.985798127,662423.305947,27.6889259228,5783.5267215,40.0,Below_30,1.0,609.91017522,11.0,Foot_or_bicycle,Services_or_Retail,122.677301988,0.0,Yes
4462,Yellows,7.0,68.0366994722,12279.849327,Social,22.6788998241,No,541.465830453,No,Female,After_16:00,0.261004159693,0.0266799246892,8.18489929894,6.25936418539,7.60320063215,8.72546145925,4538.0,73.9062207518,657.214262287,6729.08682911,81221.6778231,Yes,293185.245549,25.6361904792,865257.839707,60.7725407928,547.011397054,70.0,45_and_up,2.0,1068.23980437,17.0,Foot_or_bicycle,Hightech,845.200770543,0.0,No
